date,away_team,away_score,home_team,home_score,extra_innings
2009-06-07,SF,0,ToS,3,
2009-06-07,Sio,5,Riv,2,
2009-06-07,SR,8,Cam,10,10
2009-06-07,Syr,3,LB,4,12
2009-06-07,ToB,10,Hun,1,
2009-06-08,AC,7,NYA,4,
2009-06-08,AD,1,NY,14,
2009-06-08,Arr,4,Bra,3,
2009-06-08,Bal,8,Mia,2,
2009-06-08,FC,4,Bro,6,
2009-06-08,LA,1,LV,7,
2009-06-08,Rap,0,Men,9,
2009-06-08,SF,2,ToS,11,
2009-06-08,Sio,5,Riv,3,
2009-06-08,SR,12,Cam,4,
2009-06-08,Syr,10,LB,3,
2009-06-08,ToB,7,Hun,2,
2009-06-09,AC,5,FC,4,
2009-06-09,AD,4,ToB,9,
2009-06-09,Bal,6,Syr,9,
2009-06-09,LA,5,Hun,4,11
2009-06-09,Mia,5,Cam,3,
2009-06-09,NY,3,LV,2,
2009-06-09,NYA,4,Men,10,
2009-06-09,Rap,10,Bro,9,
2009-06-09,SF,0,Arr,5,
2009-06-09,Sio,5,Bra,1,
2009-06-09,SR,7,LB,12,
2009-06-09,ToS,3,Riv,4,
2009-06-10,AC,5,FC,6,
2009-06-10,AD,17,ToB,9,
2009-06-10,Bal,1,Syr,3,
2009-06-10,LA,12,Hun,7,
2009-06-10,Mia,5,Cam,2,
2009-06-10,NY,6,LV,4,
2009-06-10,NYA,5,Men,4,
2009-06-10,Rap,6,Bro,5,
2009-06-10,SF,4,Arr,2,
2009-06-10,Sio,6,Bra,8,
2009-06-10,SR,6,LB,2,
2009-06-10,ToS,8,Riv,2,
2009-06-11,AC,8,FC,6,10
2009-06-11,AD,6,ToB,4,
2009-06-11,Bal,6,Syr,3,
2009-06-11,LA,6,Hun,5,
2009-06-11,Mia,8,Cam,6,
2009-06-11,NY,5,LV,9,
2009-06-11,NYA,0,Men,6,
2009-06-11,Rap,0,Bro,9,
2009-06-11,SF,5,Arr,6,
2009-06-11,Sio,4,Bra,3,
2009-06-11,SR,9,LB,1,
2009-06-11,ToS,7,Riv,3,
2009-06-12,Arr,4,SR,3,
2009-06-12,Bra,2,Mia,16,
2009-06-12,Bro,6,NY,4,
2009-06-12,Cam,7,SF,4,12
2009-06-12,FC,9,LA,3,
2009-06-12,Hun,8,NYA,4,
2009-06-12,LB,9,ToS,6,
2009-06-12,LV,6,AC,1,
2009-06-12,Men,2,AD,6,
2009-06-12,Riv,9,Bal,6,
2009-06-12,Syr,3,Sio,4,11
2009-06-12,ToB,8,Rap,2,
2009-06-13,Arr,3,SR,0,
2009-06-13,Bra,5,Mia,6,10
2009-06-13,Bro,5,NY,6,
2009-06-13,Cam,3,SF,6,
2009-06-13,FC,3,LA,4,12
2009-06-13,Hun,3,NYA,1,
2009-06-13,LB,3,ToS,4,
2009-06-13,LV,4,AC,6,
2009-06-13,Men,7,AD,4,
2009-06-13,Riv,5,Bal,6,
2009-06-13,Syr,16,Sio,3,
2009-06-13,ToB,2,Rap,3,13
2009-06-14,Arr,0,SR,2,
2009-06-14,Bra,4,Mia,6,
2009-06-14,Bro,2,NY,7,
2009-06-14,Cam,3,SF,9,
2009-06-14,FC,4,LA,5,
2009-06-14,Hun,6,NYA,7,
2009-06-14,LB,3,ToS,4,
2009-06-14,LV,1,AC,0,
2009-06-14,Men,8,AD,3,
2009-06-14,Riv,2,Bal,11,
2009-06-14,Syr,5,Sio,3,
2009-06-14,ToB,7,Rap,0,
2009-06-16,Bra,1,SF,5,
2009-06-16,Bro,12,AC,8,
2009-06-16,Cam,9,Syr,10,12
2009-06-16,Hun,3,AD,4,
2009-06-16,LB,1,Bal,3,
2009-06-16,LV,4,ToB,2,
2009-06-16,Men,9,FC,8,11
2009-06-16,Mia,4,SR,6,
2009-06-16,NY,9,LA,8,
2009-06-16,NYA,0,Rap,2,
2009-06-16,Riv,3,Arr,4,
2009-06-16,ToS,3,Sio,7,
2009-06-17,Bra,7,SF,8,
2009-06-17,Bro,5,AC,4,13
2009-06-17,Cam,4,Syr,1,
2009-06-17,Hun,2,AD,7,
2009-06-17,LB,7,Bal,6,
2009-06-17,LV,6,ToB,2,
2009-06-17,Men,18,FC,10,
2009-06-17,Mia,5,SR,8,
2009-06-17,NY,9,LA,8,11
2009-06-17,NYA,2,Rap,1,
2009-06-17,Riv,3,Arr,1,
2009-06-17,ToS,6,Sio,7,
2009-06-18,Bra,6,SF,8,
2009-06-18,Bro,4,AC,2,
2009-06-18,Cam,9,Syr,6,
2009-06-18,Hun,5,AD,0,
2009-06-18,LB,3,Bal,4,
2009-06-18,LV,12,ToB,4,
2009-06-18,Men,6,FC,5,
2009-06-18,Mia,3,SR,1,
2009-06-18,NY,9,LA,8,
2009-06-18,NYA,1,Rap,3,
2009-06-18,Riv,4,Arr,0,
2009-06-18,ToS,9,Sio,4,
2009-06-19,AC,3,NY,6,
2009-06-19,AD,8,NYA,4,
2009-06-19,Arr,4,LB,2,
2009-06-19,Bal,10,ToS,2,
2009-06-19,FC,3,Hun,5,
2009-06-19,LA,5,Men,6,13
2009-06-19,Rap,2,LV,10,
2009-06-19,SF,6,Mia,8,
2009-06-19,Sio,3,Cam,8,
2009-06-19,SR,4,Riv,12,
2009-06-19,Syr,12,Bra,5,
2009-06-19,ToB,6,Bro,8,
2009-06-20,AC,4,NY,5,12
2009-06-20,AD,3,NYA,5,
2009-06-20,Arr,5,LB,6,
2009-06-20,Bal,7,ToS,3,
2009-06-20,FC,15,Hun,7,
2009-06-20,LA,6,Men,5,
2009-06-20,Rap,1,LV,10,
2009-06-20,SF,7,Mia,2,
2009-06-20,Sio,8,Cam,3,
2009-06-20,SR,5,Riv,11,
2009-06-20,Syr,9,Bra,6,
2009-06-20,ToB,16,Bro,6,
2009-06-21,AC,3,NY,8,
2009-06-21,AD,2,NYA,0,
2009-06-21,Arr,5,LB,2,
2009-06-21,Bal,1,ToS,3,
2009-06-21,FC,6,Hun,1,
2009-06-21,LA,6,Men,5,10
2009-06-21,Rap,2,LV,3,11
2009-06-21,SF,6,Mia,2,
2009-06-21,Sio,9,Cam,5,
2009-06-21,SR,8,Riv,6,
2009-06-21,Syr,6,Bra,5,10
2009-06-21,ToB,6,Bro,7,
2009-06-22,Cam,8,LB,4,
2009-06-22,LA,4,AD,9,
2009-06-22,LV,5,Hun,3,
2009-06-22,Men,13,Bro,10,
2009-06-22,Mia,8,Syr,9,
2009-06-22,NY,6,ToB,5,
2009-06-22,NYA,7,FC,6,10
2009-06-22,Rap,4,AC,3,10
2009-06-22,Riv,0,Bra,2,
2009-06-22,Sio,8,SF,4,
2009-06-22,SR,2,Bal,1,
2009-06-22,ToS,3,Arr,2,10
2009-06-23,Cam,2,LB,5,
2009-06-23,LA,3,AD,1,
2009-06-23,LV,6,Hun,3,
2009-06-23,Men,9,Bro,8,
2009-06-23,Mia,6,Syr,3,
2009-06-23,NY,4,ToB,2,
2009-06-23,NYA,7,FC,5,10
2009-06-23,Rap,6,AC,11,
2009-06-23,Riv,6,Bra,5,
2009-06-23,Sio,1,SF,2,
2009-06-23,SR,2,Bal,3,11
2009-06-23,ToS,3,Arr,5,
2009-06-24,Cam,4,LB,1,
2009-06-24,LA,7,AD,0,
2009-06-24,LV,8,Hun,1,
2009-06-24,Men,8,Bro,2,
2009-06-24,Mia,2,Syr,5,
2009-06-24,NY,10,ToB,1,
2009-06-24,NYA,4,FC,9,
2009-06-24,Rap,4,AC,7,
2009-06-24,Riv,4,Bra,5,
2009-06-24,Sio,5,SF,2,
2009-06-24,SR,4,Bal,2,
2009-06-24,ToS,1,Arr,2,
2009-06-25,AD,3,AC,4,
2009-06-25,Bal,6,SF,5,
2009-06-25,Cam,5,Riv,1,
2009-06-25,Hun,4,Bro,1,
2009-06-25,LA,15,Rap,2,
2009-06-25,LB,7,Bra,0,
2009-06-25,LV,3,Men,5,
2009-06-25,Mia,11,ToS,8,
2009-06-25,NY,7,NYA,1,
2009-06-25,SR,4,Sio,10,
2009-06-25,Syr,1,Arr,10,
2009-06-25,ToB,6,FC,4,
2009-06-26,AD,7,AC,4,
2009-06-26,Bal,7,SF,5,
2009-06-26,Cam,5,Riv,8,
2009-06-26,Hun,3,Bro,4,
2009-06-26,LA,1,Rap,2,
2009-06-26,LB,4,Bra,5,11
2009-06-26,LV,11,Men,5,
2009-06-26,Mia,4,ToS,3,
2009-06-26,NY,6,NYA,4,
2009-06-26,SR,4,Sio,6,
2009-06-26,Syr,0,Arr,1,11
2009-06-26,ToB,12,FC,6,
2009-06-27,AD,7,AC,3,11
2009-06-27,Bal,4,SF,6,
2009-06-27,Cam,8,Riv,2,
2009-06-27,Hun,1,Bro,3,
2009-06-27,LA,5,Rap,4,
2009-06-27,LB,1,Bra,2,12
2009-06-27,LV,5,Men,10,
2009-06-27,Mia,7,ToS,6,
2009-06-27,NY,4,NYA,0,
2009-06-27,SR,3,Sio,4,
2009-06-27,Syr,4,Arr,7,10
2009-06-27,ToB,15,FC,1,
2009-06-29,Cam,9,Bra,7,
2009-06-29,LA,9,AC,8,
2009-06-29,LV,6,Bro,3,
2009-06-29,Men,7,Hun,4,
2009-06-29,Mia,2,Arr,1,
2009-06-29,NY,7,FC,4,10
2009-06-29,NYA,7,ToB,5,
2009-06-29,Rap,9,AD,3,
2009-06-29,Riv,11,LB,0,
2009-06-29,Sio,7,Bal,5,
2009-06-29,SR,1,SF,3,
2009-06-29,ToS,2,Syr,4,
2009-06-30,Cam,6,Bra,3,
2009-06-30,LA,10,AC,5,
2009-06-30,LV,13,Bro,1,
2009-06-30,Men,1,Hun,5,
2009-06-30,Mia,0,Arr,8,
2009-06-30,NY,6,FC,5,11
2009-06-30,NYA,1,ToB,0,
2009-06-30,Rap,1,AD,6,
2009-06-30,Riv,3,LB,4,
2009-06-30,Sio,2,Bal,4,
2009-06-30,SR,5,SF,2,
2009-06-30,ToS,9,Syr,0,
2009-07-01,Cam,4,Bra,7,
2009-07-01,LA,5,AC,4,
2009-07-01,LV,8,Bro,1,
2009-07-01,Men,3,Hun,2,10
2009-07-01,Mia,5,Arr,2,
2009-07-01,NY,5,FC,2,
2009-07-01,NYA,4,ToB,11,
2009-07-01,Rap,6,AD,3,
2009-07-01,Riv,5,LB,2,
2009-07-01,Sio,4,Bal,5,11
2009-07-01,SR,4,SF,5,
2009-07-01,ToS,8,Syr,7,11
2009-07-02,AC,3,AD,2,
2009-07-02,Arr,2,Syr,4,
2009-07-02,Bra,1,LB,0,
2009-07-02,Bro,7,Hun,4,
2009-07-02,FC,4,ToB,6,
2009-07-02,Men,2,LV,6,
2009-07-02,NYA,5,NY,14,
2009-07-02,Rap,6,LA,1,
2009-07-02,Riv,5,Cam,3,
2009-07-02,SF,1,Bal,2,
2009-07-02,Sio,7,SR,4,
2009-07-02,ToS,8,Mia,2,
2009-07-03,AC,4,AD,17,
2009-07-03,Arr,3,Syr,1,10
2009-07-03,Bra,5,LB,3,
2009-07-03,Bro,2,Hun,4,
2009-07-03,FC,12,ToB,6,
2009-07-03,Men,3,LV,9,
2009-07-03,NYA,2,NY,1,10
2009-07-03,Rap,3,LA,0,
2009-07-03,Riv,16,Cam,3,
2009-07-03,SF,5,Bal,6,
2009-07-03,Sio,3,SR,8,
2009-07-03,ToS,6,Mia,8,
2009-07-04,AC,7,AD,1,
2009-07-04,Arr,9,Syr,4,
2009-07-04,Bra,2,LB,13,
2009-07-04,Bro,3,Hun,1,
2009-07-04,FC,4,ToB,11,
2009-07-04,Men,2,LV,5,
2009-07-04,NYA,3,NY,6,
2009-07-04,Rap,1,LA,2,
2009-07-04,Riv,6,Cam,2,
2009-07-04,SF,0,Bal,6,
2009-07-04,Sio,2,SR,1,
2009-07-04,ToS,8,Mia,6,
2009-07-05,Bra,6,Arr,5,11
2009-07-05,Bro,9,FC,4,
2009-07-05,Cam,4,SR,5,
2009-07-05,Hun,1,ToB,3,
2009-07-05,LB,4,Syr,6,
2009-07-05,LV,6,LA,4,11
2009-07-05,Men,5,Rap,9,
2009-07-05,Mia,2,Bal,4,
2009-07-05,NY,5,AD,2,
2009-07-05,NYA,2,AC,4,
2009-07-05,Riv,2,Sio,9,
2009-07-05,ToS,6,SF,2,
2009-07-06,Bra,4,Arr,8,
2009-07-06,Bro,4,FC,1,
2009-07-06,Cam,2,SR,6,
2009-07-06,Hun,10,ToB,3,
2009-07-06,LB,1,Syr,3,
2009-07-06,LV,7,LA,2,
2009-07-06,Men,9,Rap,2,
2009-07-06,Mia,9,Bal,0,
2009-07-06,NY,3,AD,5,
2009-07-06,NYA,5,AC,2,
2009-07-06,Riv,3,Sio,4,
2009-07-06,ToS,8,SF,7,
2009-07-07,Bra,3,Arr,4,10
2009-07-07,Bro,2,FC,10,
2009-07-07,Cam,3,SR,2,
2009-07-07,Hun,6,ToB,5,10
2009-07-07,LB,4,Syr,5,11
2009-07-07,LV,1,LA,2,
2009-07-07,Men,0,Rap,2,
2009-07-07,Mia,3,Bal,8,
2009-07-07,NY,5,AD,0,
2009-07-07,NYA,4,AC,6,
2009-07-07,Riv,3,Sio,9,
2009-07-07,ToS,7,SF,9,
2009-07-11,AC,4,Rap,7,
2009-07-11,AD,0,LA,2,
2009-07-11,Arr,4,ToS,2,
2009-07-11,Bal,10,SR,2,
2009-07-11,Bra,5,Riv,4,
2009-07-11,Bro,6,Men,7,
2009-07-11,FC,5,NYA,6,
2009-07-11,Hun,5,LV,4,
2009-07-11,LB,0,Cam,7,
2009-07-11,SF,4,Sio,2,
2009-07-11,Syr,1,Mia,9,
2009-07-11,ToB,2,NY,14,
2009-07-12,AC,5,Rap,3,
2009-07-12,AD,6,LA,1,
2009-07-12,Arr,7,ToS,2,
2009-07-12,Bal,3,SR,2,
2009-07-12,Bra,1,Riv,7,
2009-07-12,Bro,5,Men,6,
2009-07-12,FC,3,NYA,4,
2009-07-12,Hun,3,LV,1,
2009-07-12,LB,2,Cam,0,
2009-07-12,SF,4,Sio,5,
2009-07-12,Syr,5,Mia,2,
2009-07-12,ToB,1,NY,3,
2009-07-13,AC,2,Rap,4,
2009-07-13,AD,2,LA,3,
2009-07-13,Arr,4,ToS,5,
2009-07-13,Bal,0,SR,4,
2009-07-13,Bra,9,Riv,7,
2009-07-13,Bro,3,Men,7,
2009-07-13,FC,3,NYA,4,
2009-07-13,Hun,1,LV,6,
2009-07-13,LB,5,Cam,4,10
2009-07-13,SF,1,Sio,7,
2009-07-13,Syr,7,Mia,2,
2009-07-13,ToB,5,NY,9,
2009-07-15,AC,3,ToB,6,
2009-07-15,AD,7,FC,3,
2009-07-15,Bal,4,Arr,1,
2009-07-15,LA,1,Bro,0,
2009-07-15,Mia,3,Riv,7,
2009-07-15,NY,3,Men,1,
2009-07-15,NYA,5,LV,8,
2009-07-15,Rap,3,Hun,10,
2009-07-15,SF,2,Syr,22,
2009-07-15,Sio,0,LB,1,
2009-07-15,SR,14,Bra,7,
2009-07-15,ToS,15,Cam,7,
2009-07-16,AC,7,ToB,1,
2009-07-16,AD,10,FC,2,
2009-07-16,Bal,2,Arr,0,
2009-07-16,LA,4,Bro,0,
2009-07-16,Mia,10,Riv,2,
2009-07-16,NY,3,Men,2,
2009-07-16,NYA,1,LV,3,12
2009-07-16,Rap,2,Hun,1,
2009-07-16,SF,1,Syr,10,
2009-07-16,Sio,5,LB,2,
2009-07-16,SR,10,Bra,9,12
2009-07-16,ToS,4,Cam,2,
2009-07-17,AC,3,ToB,4,
2009-07-17,AD,7,FC,2,
2009-07-17,Bal,1,Arr,4,
2009-07-17,LA,1,Bro,8,
2009-07-17,Mia,3,Riv,2,
2009-07-17,NY,5,Men,4,
2009-07-17,NYA,4,LV,2,
2009-07-17,Rap,6,Hun,1,
2009-07-17,SF,2,Syr,3,13
2009-07-17,Sio,5,LB,0,
2009-07-17,SR,4,Bra,8,
2009-07-17,ToS,6,Cam,4,
2009-07-18,AC,3,LA,0,
2009-07-18,AD,5,Rap,4,
2009-07-18,Arr,1,Mia,3,
2009-07-18,Bal,9,Sio,3,
2009-07-18,Bra,0,Cam,2,
2009-07-18,Bro,1,LV,7,
2009-07-18,FC,8,NY,12,
2009-07-18,Hun,9,Men,7,
2009-07-18,LB,7,Riv,5,
2009-07-18,SF,0,SR,1,
2009-07-18,Syr,4,ToS,5,
2009-07-18,ToB,7,NYA,3,
2009-07-19,AC,2,LA,3,
2009-07-19,AD,2,Rap,3,17
2009-07-19,Arr,1,Mia,4,
2009-07-19,Bal,1,Sio,7,
2009-07-19,Bra,9,Cam,2,
2009-07-19,Bro,1,LV,2,12
2009-07-19,FC,5,NY,10,
2009-07-19,Hun,3,Men,8,
2009-07-19,LB,3,Riv,11,
2009-07-19,SF,5,SR,12,
2009-07-19,Syr,7,ToS,5,
2009-07-19,ToB,12,NYA,6,
2009-07-20,AC,3,LA,4,
2009-07-20,AD,12,Rap,3,
2009-07-20,Arr,7,Mia,6,11
2009-07-20,Bal,5,Sio,6,
2009-07-20,Bra,14,Cam,5,
2009-07-20,Bro,7,LV,2,
2009-07-20,FC,2,NY,12,
2009-07-20,Hun,2,Men,8,
2009-07-20,LB,7,Riv,5,
2009-07-20,SF,8,SR,1,
2009-07-20,Syr,3,ToS,0,
2009-07-20,ToB,5,NYA,8,
2009-07-21,Cam,1,LB,2,
2009-07-21,LA,2,AD,3,
2009-07-21,LV,4,Hun,5,
2009-07-21,Men,1,Bro,3,
2009-07-21,Mia,6,Syr,0,
2009-07-21,NY,6,ToB,7,
2009-07-21,NYA,8,FC,9,10
2009-07-21,Rap,4,AC,3,
2009-07-21,Riv,7,Bra,8,
2009-07-21,Sio,8,SF,2,
2009-07-21,SR,2,Bal,3,
2009-07-21,ToS,9,Arr,7,
2009-07-22,Cam,1,LB,5,
2009-07-22,LA,5,AD,8,
2009-07-22,LV,1,Hun,6,
2009-07-22,Men,8,Bro,4,
2009-07-22,Mia,5,Syr,3,
2009-07-22,NY,11,ToB,13,11
2009-07-22,NYA,9,FC,0,
2009-07-22,Rap,2,AC,11,
2009-07-22,Riv,8,Bra,5,
2009-07-22,Sio,3,SF,4,
2009-07-22,SR,6,Bal,4,
2009-07-22,ToS,8,Arr,7,
2009-07-23,Cam,12,LB,4,
2009-07-23,LA,3,AD,0,
2009-07-23,LV,1,Hun,0,
2009-07-23,Men,9,Bro,0,
2009-07-23,Mia,6,Syr,2,
2009-07-23,NY,16,ToB,6,
2009-07-23,NYA,5,FC,7,
2009-07-23,Rap,5,AC,2,
2009-07-23,Riv,11,Bra,6,
2009-07-23,Sio,5,SF,4,
2009-07-23,SR,4,Bal,7,
2009-07-23,ToS,4,Arr,0,
2009-07-24,Bra,4,Bal,3,
2009-07-24,Bro,4,AD,3,
2009-07-24,Cam,7,Arr,6,11
2009-07-24,Hun,4,AC,5,11
2009-07-24,LB,3,SF,4,
2009-07-24,LV,14,FC,6,
2009-07-24,Men,18,ToB,11,
2009-07-24,Mia,4,Sio,3,10
2009-07-24,NY,0,Rap,3,
2009-07-24,NYA,2,LA,4,
2009-07-24,Riv,2,Syr,4,
2009-07-24,ToS,9,SR,5,
2009-07-25,Bra,5,Bal,6,13
2009-07-25,Bro,5,AD,7,
2009-07-25,Cam,2,Arr,5,
2009-07-25,Hun,2,AC,9,
2009-07-25,LB,7,SF,6,
2009-07-25,LV,9,FC,4,
2009-07-25,Men,4,ToB,6,
2009-07-25,Mia,5,Sio,4,
2009-07-25,NY,4,Rap,2,
2009-07-25,NYA,3,LA,4,
2009-07-25,Riv,5,Syr,9,
2009-07-25,ToS,3,SR,4,
2009-07-26,Bra,3,Bal,5,
2009-07-26,Bro,4,AD,5,
2009-07-26,Cam,6,Arr,8,
2009-07-26,Hun,3,AC,7,
2009-07-26,LB,3,SF,8,
2009-07-26,LV,17,FC,9,
2009-07-26,Men,6,ToB,7,
2009-07-26,Mia,15,Sio,3,
2009-07-26,NY,11,Rap,6,
2009-07-26,NYA,2,LA,12,
2009-07-26,Riv,2,Syr,6,
2009-07-26,ToS,9,SR,8,10
2009-07-28,AC,7,Bro,4,
2009-07-28,AD,5,Hun,6,
2009-07-28,Arr,2,Riv,0,
2009-07-28,Bal,7,LB,4,
2009-07-28,FC,2,Men,5,
2009-07-28,LA,2,NY,7,
2009-07-28,Rap,7,NYA,6,
2009-07-28,SF,3,Bra,4,
2009-07-28,Sio,6,ToS,1,
2009-07-28,SR,2,Mia,6,
2009-07-28,Syr,15,Cam,4,
2009-07-28,ToB,5,LV,11,
2009-07-29,AC,1,Bro,3,
2009-07-29,AD,8,Hun,3,
2009-07-29,Arr,4,Riv,1,
2009-07-29,Bal,5,LB,1,
2009-07-29,FC,7,Men,3,
2009-07-29,LA,3,NY,9,
2009-07-29,Rap,5,NYA,1,
2009-07-29,SF,6,Bra,8,
2009-07-29,Sio,13,ToS,3,
2009-07-29,SR,1,Mia,2,14
2009-07-29,Syr,6,Cam,5,
2009-07-29,ToB,6,LV,8,
2009-07-30,AC,4,Bro,2,
2009-07-30,AD,5,Hun,4,
2009-07-30,Arr,0,Riv,1,
2009-07-30,Bal,5,LB,2,
2009-07-30,FC,2,Men,5,
2009-07-30,LA,2,NY,3,
2009-07-30,Rap,5,NYA,2,
2009-07-30,SF,4,Bra,1,
2009-07-30,Sio,4,ToS,12,
2009-07-30,SR,4,Mia,6,
2009-07-30,Syr,5,Cam,8,
2009-07-30,ToB,6,LV,5,
2009-07-31,AD,6,AC,3,
2009-07-31,Bal,12,SF,2,
2009-07-31,Cam,6,Riv,3,
2009-07-31,Hun,3,Bro,2,
2009-07-31,LA,7,Rap,4,10
2009-07-31,LB,6,Bra,10,
2009-07-31,LV,11,Men,4,
2009-07-31,Mia,5,ToS,8,
2009-07-31,NY,4,NYA,0,
2009-07-31,SR,4,Sio,6,12
2009-07-31,Syr,3,Arr,4,
2009-07-31,ToB,11,FC,7,10
2009-08-01,AD,5,AC,7,
2009-08-01,Bal,13,SF,7,
2009-08-01,Cam,1,Riv,6,
2009-08-01,Hun,10,Bro,6,
2009-08-01,LA,2,Rap,3,16
2009-08-01,LB,0,Bra,4,
2009-08-01,LV,4,Men,0,
2009-08-01,Mia,7,ToS,2,
2009-08-01,NY,6,NYA,1,
2009-08-01,SR,9,Sio,0,
2009-08-01,Syr,2,Arr,8,
2009-08-01,ToB,1,FC,8,
2009-08-02,Cam,7,Bra,6,10
2009-08-02,LA,3,AC,12,
2009-08-02,LV,6,Bro,4,
2009-08-02,Men,7,Hun,5,
2009-08-02,Mia,5,Arr,0,
2009-08-02,NY,14,FC,5,
2009-08-02,NYA,3,ToB,0,
2009-08-02,Rap,4,AD,8,
2009-08-02,Riv,10,LB,6,
2009-08-02,Sio,2,Bal,5,
2009-08-02,SR,3,SF,4,
2009-08-02,ToS,8,Syr,3,
2009-08-03,Cam,6,Bra,5,
2009-08-03,LA,5,AC,2,
2009-08-03,LV,4,Bro,3,
2009-08-03,Men,2,Hun,3,
2009-08-03,Mia,3,Arr,4,
2009-08-03,NY,9,FC,5,
2009-08-03,NYA,2,ToB,9,
2009-08-03,Rap,2,AD,4,
2009-08-03,Riv,4,LB,6,
2009-08-03,Sio,9,Bal,6,
2009-08-03,SR,6,SF,4,10
2009-08-03,ToS,2,Syr,3,
2009-08-04,Cam,15,Bra,10,
2009-08-04,LA,15,AC,11,
2009-08-04,LV,10,Bro,8,
2009-08-04,Men,2,Hun,3,
2009-08-04,Mia,0,Arr,8,
2009-08-04,NY,23,FC,8,
2009-08-04,NYA,13,ToB,3,
2009-08-04,Rap,7,AD,11,
2009-08-04,Riv,4,LB,2,
2009-08-04,Sio,6,Bal,2,
2009-08-04,SR,2,SF,4,
2009-08-04,ToS,1,Syr,3,
2009-08-06,Bra,5,Syr,7,
2009-08-06,Bro,2,ToB,7,
2009-08-06,Cam,2,Sio,7,
2009-08-06,Hun,9,FC,7,
2009-08-06,LB,1,Arr,5,
2009-08-06,LV,10,Rap,1,
2009-08-06,Men,2,LA,3,
2009-08-06,Mia,7,SF,3,
2009-08-06,NY,2,AC,0,
2009-08-06,NYA,2,AD,5,
2009-08-06,Riv,1,SR,3,
2009-08-06,ToS,3,Bal,6,
2009-08-07,Bra,7,Syr,1,
2009-08-07,Bro,3,ToB,4,
2009-08-07,Cam,4,Sio,5,
2009-08-07,Hun,7,FC,1,
2009-08-07,LB,0,Arr,7,
2009-08-07,LV,0,Rap,3,
2009-08-07,Men,7,LA,3,
2009-08-07,Mia,6,SF,2,
2009-08-07,NY,2,AC,4,
2009-08-07,NYA,10,AD,0,
2009-08-07,Riv,5,SR,3,
2009-08-07,ToS,0,Bal,4,
2009-08-08,Bra,10,Syr,6,
2009-08-08,Bro,1,ToB,5,
2009-08-08,Cam,3,Sio,4,
2009-08-08,Hun,6,FC,7,12
2009-08-08,LB,4,Arr,21,
2009-08-08,LV,15,Rap,3,
2009-08-08,Men,8,LA,0,
2009-08-08,Mia,7,SF,3,
2009-08-08,NY,5,AC,3,
2009-08-08,NYA,2,AD,4,
2009-08-08,Riv,9,SR,1,
2009-08-08,ToS,4,Bal,3,
2009-08-09,AC,7,Rap,5,10
2009-08-09,AD,3,LA,4,
2009-08-09,Arr,1,ToS,2,
2009-08-09,Bal,5,SR,4,
2009-08-09,Bra,6,Riv,5,
2009-08-09,Bro,0,Men,11,
2009-08-09,FC,5,NYA,4,
2009-08-09,Hun,3,LV,5,
2009-08-09,LB,2,Cam,3,
2009-08-09,SF,8,Sio,3,
2009-08-09,Syr,1,Mia,2,12
2009-08-09,ToB,5,NY,6,
2009-08-10,AC,2,Rap,3,
2009-08-10,AD,4,LA,5,
2009-08-10,Arr,3,ToS,7,
2009-08-10,Bal,1,SR,2,
2009-08-10,Bra,3,Riv,9,
2009-08-10,Bro,3,Men,10,
2009-08-10,FC,7,NYA,4,
2009-08-10,Hun,5,LV,7,
2009-08-10,LB,10,Cam,9,10
2009-08-10,SF,4,Sio,12,
2009-08-10,Syr,5,Mia,3,
2009-08-10,ToB,8,NY,10,
2009-08-11,AC,4,Hun,6,
2009-08-11,AD,5,Bro,1,
2009-08-11,Arr,9,Cam,6,
2009-08-11,Bal,11,Bra,2,
2009-08-11,FC,0,LV,17,
2009-08-11,LA,1,NYA,5,
2009-08-11,Rap,2,NY,4,
2009-08-11,SF,3,LB,6,
2009-08-11,Sio,5,Mia,4,10
2009-08-11,SR,2,ToS,8,
2009-08-11,Syr,1,Riv,8,
2009-08-11,ToB,8,Men,11,
2009-08-12,AC,5,Hun,1,
2009-08-12,AD,4,Bro,5,
2009-08-12,Arr,8,Cam,2,
2009-08-12,Bal,3,Bra,2,
2009-08-12,FC,8,LV,7,10
2009-08-12,LA,2,NYA,3,
2009-08-12,Rap,1,NY,4,
2009-08-12,SF,4,LB,11,
2009-08-12,Sio,10,Mia,5,
2009-08-12,SR,9,ToS,4,
2009-08-12,Syr,1,Riv,4,
2009-08-12,ToB,1,Men,7,
2009-08-13,AC,8,Hun,3,
2009-08-13,AD,6,Bro,4,
2009-08-13,Arr,6,Cam,4,
2009-08-13,Bal,15,Bra,5,
2009-08-13,FC,6,LV,8,
2009-08-13,LA,0,NYA,9,
2009-08-13,Rap,1,NY,9,
2009-08-13,SF,5,LB,3,
2009-08-13,Sio,8,Mia,6,
2009-08-13,SR,5,ToS,6,
2009-08-13,Syr,3,Riv,5,
2009-08-13,ToB,0,Men,4,
2009-08-15,AC,7,NYA,3,
2009-08-15,AD,3,NY,8,
2009-08-15,Arr,6,Bra,4,13
2009-08-15,Bal,5,Mia,6,
2009-08-15,FC,7,Bro,5,
2009-08-15,LA,3,LV,4,
2009-08-15,Rap,0,Men,8,
2009-08-15,SF,1,ToS,0,
2009-08-15,Sio,1,Riv,5,
2009-08-15,SR,6,Cam,12,
2009-08-15,Syr,3,LB,1,
2009-08-15,ToB,3,Hun,5,
